date_key,date,year,quarter,month,month_name,week_of_year,day_of_week,day_name,is_weekend,is_peak_season,fiscal_year
20230325,2023-03-25,2023,1,3,March,12,5,Saturday,1,0,2022
20230326,2023-03-26,2023,1,3,March,12,6,Sunday,1,0,2022
20230327,2023-03-27,2023,1,3,March,13,0,Monday,0,0,2022
20230328,2023-03-28,2023,1,3,March,13,1,Tuesday,0,0,2022
20230329,2023-03-29,2023,1,3,March,13,2,Wednesday,0,0,2022
20230330,2023-03-30,2023,1,3,March,13,3,Thursday,0,0,2022
20230331,2023-03-31,2023,1,3,March,13,4,Friday,0,0,2022
20230401,2023-04-01,2023,2,4,April,13,5,Saturday,1,0,2023
20230402,2023-04-02,2023,2,4,April,13,6,Sunday,1,0,2023
20230403,2023-04-03,2023,2,4,April,14,0,Monday,0,0,2023
20230404,2023-04-04,2023,2,4,April,14,1,Tuesday,0,0,2023
20230405,2023-04-05,2023,2,4,April,14,2,Wednesday,0,0,2023
20230406,2023-04-06,2023,2,4,April,14,3,Thursday,0,0,2023
20230407,2023-04-07,2023,2,4,April,14,4,Friday,0,0,2023
20230408,2023-04-08,2023,2,4,April,14,5,Saturday,1,0,2023
20230409,2023-04-09,2023,2,4,April,14,6,Sunday,1,0,2023
20230410,2023-04-10,2023,2,4,April,15,0,Monday,0,0,2023
20230411,2023-04-11,2023,2,4,April,15,1,Tuesday,0,0,2023
20230412,2023-04-12,2023,2,4,April,15,2,Wednesday,0,0,2023
20230413,2023-04-13,2023,2,4,April,15,3,Thursday,0,0,2023
20230414,2023-04-14,2023,2,4,April,15,4,Friday,0,0,2023
20230415,2023-04-15,2023,2,4,April,15,5,Saturday,1,0,2023
20230416,2023-04-16,2023,2,4,April,15,6,Sunday,1,0,2023
20230417,2023-04-17,2023,2,4,April,16,0,Monday,0,0,2023
20230418,2023-04-18,2023,2,4,April,16,1,Tuesday,0,0,2023
20230419,2023-04-19,2023,2,4,April,16,2,Wednesday,0,0,2023
20230420,2023-04-20,2023,2,4,April,16,3,Thursday,0,0,2023
20230421,2023-04-21,2023,2,4,April,16,4,Friday,0,0,2023
20230422,2023-04-22,2023,2,4,April,16,5,Saturday,1,0,2023
20230423,2023-04-23,2023,2,4,April,16,6,Sunday,1,0,2023
20230424,2023-04-24,2023,2,4,April,17,0,Monday,0,0,2023
20230425,2023-04-25,2023,2,4,April,17,1,Tuesday,0,0,2023
20230426,2023-04-26,2023,2,4,April,17,2,Wednesday,0,0,2023
20230427,2023-04-27,2023,2,4,April,17,3,Thursday,0,0,2023
20230428,2023-04-28,2023,2,4,April,17,4,Friday,0,0,2023
20230429,2023-04-29,2023,2,4,April,17,5,Saturday,1,0,2023
20230430,2023-04-30,2023,2,4,April,17,6,Sunday,1,0,2023
20230501,2023-05-01,2023,2,5,May,18,0,Monday,0,0,2023
20230502,2023-05-02,2023,2,5,May,18,1,Tuesday,0,0,2023
20230503,2023-05-03,2023,2,5,May,18,2,Wednesday,0,0,2023
20230504,2023-05-04,2023,2,5,May,18,3,Thursday,0,0,2023
20230505,2023-05-05,2023,2,5,May,18,4,Friday,0,0,2023
20230506,2023-05-06,2023,2,5,May,18,5,Saturday,1,0,2023
20230507,2023-05-07,2023,2,5,May,18,6,Sunday,1,0,2023
20230508,2023-05-08,2023,2,5,May,19,0,Monday,0,0,2023
20230509,2023-05-09,2023,2,5,May,19,1,Tuesday,0,0,2023
20230510,2023-05-10,2023,2,5,May,19,2,Wednesday,0,0,2023
20230511,2023-05-11,2023,2,5,May,19,3,Thursday,0,0,2023
20230512,2023-05-12,2023,2,5,May,19,4,Friday,0,0,2023
20230513,2023-05-13,2023,2,5,May,19,5,Saturday,1,0,2023
20230514,2023-05-14,2023,2,5,May,19,6,Sunday,1,0,2023
20230515,2023-05-15,2023,2,5,May,20,0,Monday,0,0,2023
20230516,2023-05-16,2023,2,5,May,20,1,Tuesday,0,0,2023
20230517,2023-05-17,2023,2,5,May,20,2,Wednesday,0,0,2023
20230518,2023-05-18,2023,2,5,May,20,3,Thursday,0,0,2023
20230519,2023-05-19,2023,2,5,May,20,4,Friday,0,0,2023
20230520,2023-05-20,2023,2,5,May,20,5,Saturday,1,0,2023
20230521,2023-05-21,2023,2,5,May,20,6,Sunday,1,0,2023
20230522,2023-05-22,2023,2,5,May,21,0,Monday,0,0,2023
20230523,2023-05-23,2023,2,5,May,21,1,Tuesday,0,0,2023
20230524,2023-05-24,2023,2,5,May,21,2,Wednesday,0,0,2023
20230525,2023-05-25,2023,2,5,May,21,3,Thursday,0,0,2023
20230526,2023-05-26,2023,2,5,May,21,4,Friday,0,0,2023
20230527,2023-05-27,2023,2,5,May,21,5,Saturday,1,0,2023
20230528,2023-05-28,2023,2,5,May,21,6,Sunday,1,0,2023
20230529,2023-05-29,2023,2,5,May,22,0,Monday,0,0,2023
20230530,2023-05-30,2023,2,5,May,22,1,Tuesday,0,0,2023
20230531,2023-05-31,2023,2,5,May,22,2,Wednesday,0,0,2023
20230601,2023-06-01,2023,2,6,June,22,3,Thursday,0,0,2023
20230602,2023-06-02,2023,2,6,June,22,4,Friday,0,0,2023
20230603,2023-06-03,2023,2,6,June,22,5,Saturday,1,0,2023
20230604,2023-06-04,2023,2,6,June,22,6,Sunday,1,0,2023
20230605,2023-06-05,2023,2,6,June,23,0,Monday,0,0,2023
20230606,2023-06-06,2023,2,6,June,23,1,Tuesday,0,0,2023
20230607,2023-06-07,2023,2,6,June,23,2,Wednesday,0,0,2023
20230608,2023-06-08,2023,2,6,June,23,3,Thursday,0,0,2023
20230609,2023-06-09,2023,2,6,June,23,4,Friday,0,0,2023
20230610,2023-06-10,2023,2,6,June,23,5,Saturday,1,0,2023
20230611,2023-06-11,2023,2,6,June,23,6,Sunday,1,0,2023
20230612,2023-06-12,2023,2,6,June,24,0,Monday,0,0,2023
20230613,2023-06-13,2023,2,6,June,24,1,Tuesday,0,0,2023
20230614,2023-06-14,2023,2,6,June,24,2,Wednesday,0,0,2023
20230615,2023-06-15,2023,2,6,June,24,3,Thursday,0,0,2023
20230616,2023-06-16,2023,2,6,June,24,4,Friday,0,0,2023
20230617,2023-06-17,2023,2,6,June,24,5,Saturday,1,0,2023
20230618,2023-06-18,2023,2,6,June,24,6,Sunday,1,0,2023
20230619,2023-06-19,2023,2,6,June,25,0,Monday,0,0,2023
20230620,2023-06-20,2023,2,6,June,25,1,Tuesday,0,0,2023
20230621,2023-06-21,2023,2,6,June,25,2,Wednesday,0,0,2023
20230622,2023-06-22,2023,2,6,June,25,3,Thursday,0,0,2023
20230623,2023-06-23,2023,2,6,June,25,4,Friday,0,0,2023
20230624,2023-06-24,2023,2,6,June,25,5,Saturday,1,0,2023
20230625,2023-06-25,2023,2,6,June,25,6,Sunday,1,0,2023
20230626,2023-06-26,2023,2,6,June,26,0,Monday,0,0,2023
20230627,2023-06-27,2023,2,6,June,26,1,Tuesday,0,0,2023
20230628,2023-06-28,2023,2,6,June,26,2,Wednesday,0,0,2023
20230629,2023-06-29,2023,2,6,June,26,3,Thursday,0,0,2023
20230630,2023-06-30,2023,2,6,June,26,4,Friday,0,0,2023
20230701,2023-07-01,2023,3,7,July,26,5,Saturday,1,0,2023
20230702,2023-07-02,2023,3,7,July,26,6,Sunday,1,0,2023
20230703,2023-07-03,2023,3,7,July,27,0,Monday,0,0,2023
20230704,2023-07-04,2023,3,7,July,27,1,Tuesday,0,0,2023
20230705,2023-07-05,2023,3,7,July,27,2,Wednesday,0,0,2023
20230706,2023-07-06,2023,3,7,July,27,3,Thursday,0,0,2023
20230707,2023-07-07,2023,3,7,July,27,4,Friday,0,0,2023
20230708,2023-07-08,2023,3,7,July,27,5,Saturday,1,0,2023
20230709,2023-07-09,2023,3,7,July,27,6,Sunday,1,0,2023
20230710,2023-07-10,2023,3,7,July,28,0,Monday,0,0,2023
20230711,2023-07-11,2023,3,7,July,28,1,Tuesday,0,0,2023
20230712,2023-07-12,2023,3,7,July,28,2,Wednesday,0,0,2023
20230713,2023-07-13,2023,3,7,July,28,3,Thursday,0,0,2023
20230714,2023-07-14,2023,3,7,July,28,4,Friday,0,0,2023
20230715,2023-07-15,2023,3,7,July,28,5,Saturday,1,0,2023
20230716,2023-07-16,2023,3,7,July,28,6,Sunday,1,0,2023
20230717,2023-07-17,2023,3,7,July,29,0,Monday,0,0,2023
20230718,2023-07-18,2023,3,7,July,29,1,Tuesday,0,0,2023
20230719,2023-07-19,2023,3,7,July,29,2,Wednesday,0,0,2023
20230720,2023-07-20,2023,3,7,July,29,3,Thursday,0,0,2023
20230721,2023-07-21,2023,3,7,July,29,4,Friday,0,0,2023
20230722,2023-07-22,2023,3,7,July,29,5,Saturday,1,0,2023
20230723,2023-07-23,2023,3,7,July,29,6,Sunday,1,0,2023
20230724,2023-07-24,2023,3,7,July,30,0,Monday,0,0,2023
20230725,2023-07-25,2023,3,7,July,30,1,Tuesday,0,0,2023
20230726,2023-07-26,2023,3,7,July,30,2,Wednesday,0,0,2023
20230727,2023-07-27,2023,3,7,July,30,3,Thursday,0,0,2023
20230728,2023-07-28,2023,3,7,July,30,4,Friday,0,0,2023
20230729,2023-07-29,2023,3,7,July,30,5,Saturday,1,0,2023
20230730,2023-07-30,2023,3,7,July,30,6,Sunday,1,0,2023
20230731,2023-07-31,2023,3,7,July,31,0,Monday,0,0,2023
20230801,2023-08-01,2023,3,8,August,31,1,Tuesday,0,0,2023
20230802,2023-08-02,2023,3,8,August,31,2,Wednesday,0,0,2023
20230803,2023-08-03,2023,3,8,August,31,3,Thursday,0,0,2023
20230804,2023-08-04,2023,3,8,August,31,4,Friday,0,0,2023
20230805,2023-08-05,2023,3,8,August,31,5,Saturday,1,0,2023
20230806,2023-08-06,2023,3,8,August,31,6,Sunday,1,0,2023
20230807,2023-08-07,2023,3,8,August,32,0,Monday,0,0,2023
20230808,2023-08-08,2023,3,8,August,32,1,Tuesday,0,0,2023
20230809,2023-08-09,2023,3,8,August,32,2,Wednesday,0,0,2023
20230810,2023-08-10,2023,3,8,August,32,3,Thursday,0,0,2023
20230811,2023-08-11,2023,3,8,August,32,4,Friday,0,0,2023
20230812,2023-08-12,2023,3,8,August,32,5,Saturday,1,0,2023
20230813,2023-08-13,2023,3,8,August,32,6,Sunday,1,0,2023
20230814,2023-08-14,2023,3,8,August,33,0,Monday,0,0,2023
20230815,2023-08-15,2023,3,8,August,33,1,Tuesday,0,0,2023
20230816,2023-08-16,2023,3,8,August,33,2,Wednesday,0,0,2023
20230817,2023-08-17,2023,3,8,August,33,3,Thursday,0,0,2023
20230818,2023-08-18,2023,3,8,August,33,4,Friday,0,0,2023
20230819,2023-08-19,2023,3,8,August,33,5,Saturday,1,0,2023
20230820,2023-08-20,2023,3,8,August,33,6,Sunday,1,0,2023
20230821,2023-08-21,2023,3,8,August,34,0,Monday,0,0,2023
20230822,2023-08-22,2023,3,8,August,34,1,Tuesday,0,0,2023
20230823,2023-08-23,2023,3,8,August,34,2,Wednesday,0,0,2023
20230824,2023-08-24,2023,3,8,August,34,3,Thursday,0,0,2023
20230825,2023-08-25,2023,3,8,August,34,4,Friday,0,0,2023
20230826,2023-08-26,2023,3,8,August,34,5,Saturday,1,0,2023
20230827,2023-08-27,2023,3,8,August,34,6,Sunday,1,0,2023
20230828,2023-08-28,2023,3,8,August,35,0,Monday,0,0,2023
20230829,2023-08-29,2023,3,8,August,35,1,Tuesday,0,0,2023
20230830,2023-08-30,2023,3,8,August,35,2,Wednesday,0,0,2023
20230831,2023-08-31,2023,3,8,August,35,3,Thursday,0,0,2023
20230901,2023-09-01,2023,3,9,September,35,4,Friday,0,0,2023
20230902,2023-09-02,2023,3,9,September,35,5,Saturday,1,0,2023
20230903,2023-09-03,2023,3,9,September,35,6,Sunday,1,0,2023
20230904,2023-09-04,2023,3,9,September,36,0,Monday,0,0,2023
20230905,2023-09-05,2023,3,9,September,36,1,Tuesday,0,0,2023
20230906,2023-09-06,2023,3,9,September,36,2,Wednesday,0,0,2023
20230907,2023-09-07,2023,3,9,September,36,3,Thursday,0,0,2023
20230908,2023-09-08,2023,3,9,September,36,4,Friday,0,0,2023
20230909,2023-09-09,2023,3,9,September,36,5,Saturday,1,0,2023
20230910,2023-09-10,2023,3,9,September,36,6,Sunday,1,0,2023
20230911,2023-09-11,2023,3,9,September,37,0,Monday,0,0,2023
20230912,2023-09-12,2023,3,9,September,37,1,Tuesday,0,0,2023
20230913,2023-09-13,2023,3,9,September,37,2,Wednesday,0,0,2023
20230914,2023-09-14,2023,3,9,September,37,3,Thursday,0,0,2023
20230915,2023-09-15,2023,3,9,September,37,4,Friday,0,0,2023
20230916,2023-09-16,2023,3,9,September,37,5,Saturday,1,0,2023
20230917,2023-09-17,2023,3,9,September,37,6,Sunday,1,0,2023
20230918,2023-09-18,2023,3,9,September,38,0,Monday,0,0,2023
20230919,2023-09-19,2023,3,9,September,38,1,Tuesday,0,0,2023
20230920,2023-09-20,2023,3,9,September,38,2,Wednesday,0,0,2023
20230921,2023-09-21,2023,3,9,September,38,3,Thursday,0,0,2023
20230922,2023-09-22,2023,3,9,September,38,4,Friday,0,0,2023
20230923,2023-09-23,2023,3,9,September,38,5,Saturday,1,0,2023
20230924,2023-09-24,2023,3,9,September,38,6,Sunday,1,0,2023
20230925,2023-09-25,2023,3,9,September,39,0,Monday,0,0,2023
20230926,2023-09-26,2023,3,9,September,39,1,Tuesday,0,0,2023
20230927,2023-09-27,2023,3,9,September,39,2,Wednesday,0,0,2023
20230928,2023-09-28,2023,3,9,September,39,3,Thursday,0,0,2023
20230929,2023-09-29,2023,3,9,September,39,4,Friday,0,0,2023
20230930,2023-09-30,2023,3,9,September,39,5,Saturday,1,0,2023
20231001,2023-10-01,2023,4,10,October,39,6,Sunday,1,1,2023
20231002,2023-10-02,2023,4,10,October,40,0,Monday,0,1,2023
20231003,2023-10-03,2023,4,10,October,40,1,Tuesday,0,1,2023
20231004,2023-10-04,2023,4,10,October,40,2,Wednesday,0,1,2023
20231005,2023-10-05,2023,4,10,October,40,3,Thursday,0,1,2023
20231006,2023-10-06,2023,4,10,October,40,4,Friday,0,1,2023
20231007,2023-10-07,2023,4,10,October,40,5,Saturday,1,1,2023
20231008,2023-10-08,2023,4,10,October,40,6,Sunday,1,1,2023
20231009,2023-10-09,2023,4,10,October,41,0,Monday,0,1,2023
20231010,2023-10-10,2023,4,10,October,41,1,Tuesday,0,1,2023
20231011,2023-10-11,2023,4,10,October,41,2,Wednesday,0,1,2023
20231012,2023-10-12,2023,4,10,October,41,3,Thursday,0,1,2023
20231013,2023-10-13,2023,4,10,October,41,4,Friday,0,1,2023
20231014,2023-10-14,2023,4,10,October,41,5,Saturday,1,1,2023
20231015,2023-10-15,2023,4,10,October,41,6,Sunday,1,1,2023
20231016,2023-10-16,2023,4,10,October,42,0,Monday,0,1,2023
20231017,2023-10-17,2023,4,10,October,42,1,Tuesday,0,1,2023
20231018,2023-10-18,2023,4,10,October,42,2,Wednesday,0,1,2023
20231019,2023-10-19,2023,4,10,October,42,3,Thursday,0,1,2023
20231020,2023-10-20,2023,4,10,October,42,4,Friday,0,1,2023
20231021,2023-10-21,2023,4,10,October,42,5,Saturday,1,1,2023
20231022,2023-10-22,2023,4,10,October,42,6,Sunday,1,1,2023
20231023,2023-10-23,2023,4,10,October,43,0,Monday,0,1,2023
20231024,2023-10-24,2023,4,10,October,43,1,Tuesday,0,1,2023
20231025,2023-10-25,2023,4,10,October,43,2,Wednesday,0,1,2023
20231026,2023-10-26,2023,4,10,October,43,3,Thursday,0,1,2023
20231027,2023-10-27,2023,4,10,October,43,4,Friday,0,1,2023
20231028,2023-10-28,2023,4,10,October,43,5,Saturday,1,1,2023
20231029,2023-10-29,2023,4,10,October,43,6,Sunday,1,1,2023
20231030,2023-10-30,2023,4,10,October,44,0,Monday,0,1,2023
20231031,2023-10-31,2023,4,10,October,44,1,Tuesday,0,1,2023
20231101,2023-11-01,2023,4,11,November,44,2,Wednesday,0,1,2023
20231102,2023-11-02,2023,4,11,November,44,3,Thursday,0,1,2023
20231103,2023-11-03,2023,4,11,November,44,4,Friday,0,1,2023
20231104,2023-11-04,2023,4,11,November,44,5,Saturday,1,1,2023
20231105,2023-11-05,2023,4,11,November,44,6,Sunday,1,1,2023
20231106,2023-11-06,2023,4,11,November,45,0,Monday,0,1,2023
20231107,2023-11-07,2023,4,11,November,45,1,Tuesday,0,1,2023
20231108,2023-11-08,2023,4,11,November,45,2,Wednesday,0,1,2023
20231109,2023-11-09,2023,4,11,November,45,3,Thursday,0,1,2023
20231110,2023-11-10,2023,4,11,November,45,4,Friday,0,1,2023
20231111,2023-11-11,2023,4,11,November,45,5,Saturday,1,1,2023
20231112,2023-11-12,2023,4,11,November,45,6,Sunday,1,1,2023
20231113,2023-11-13,2023,4,11,November,46,0,Monday,0,1,2023
20231114,2023-11-14,2023,4,11,November,46,1,Tuesday,0,1,2023
20231115,2023-11-15,2023,4,11,November,46,2,Wednesday,0,1,2023
20231116,2023-11-16,2023,4,11,November,46,3,Thursday,0,1,2023
20231117,2023-11-17,2023,4,11,November,46,4,Friday,0,1,2023
20231118,2023-11-18,2023,4,11,November,46,5,Saturday,1,1,2023
20231119,2023-11-19,2023,4,11,November,46,6,Sunday,1,1,2023
20231120,2023-11-20,2023,4,11,November,47,0,Monday,0,1,2023
20231121,2023-11-21,2023,4,11,November,47,1,Tuesday,0,1,2023
20231122,2023-11-22,2023,4,11,November,47,2,Wednesday,0,1,2023
20231123,2023-11-23,2023,4,11,November,47,3,Thursday,0,1,2023
20231124,2023-11-24,2023,4,11,November,47,4,Friday,0,1,2023
20231125,2023-11-25,2023,4,11,November,47,5,Saturday,1,1,2023
20231126,2023-11-26,2023,4,11,November,47,6,Sunday,1,1,2023
20231127,2023-11-27,2023,4,11,November,48,0,Monday,0,1,2023
20231128,2023-11-28,2023,4,11,November,48,1,Tuesday,0,1,2023
20231129,2023-11-29,2023,4,11,November,48,2,Wednesday,0,1,2023
20231130,2023-11-30,2023,4,11,November,48,3,Thursday,0,1,2023
20231201,2023-12-01,2023,4,12,December,48,4,Friday,0,1,2023
20231202,2023-12-02,2023,4,12,December,48,5,Saturday,1,1,2023
20231203,2023-12-03,2023,4,12,December,48,6,Sunday,1,1,2023
20231204,2023-12-04,2023,4,12,December,49,0,Monday,0,1,2023
20231205,2023-12-05,2023,4,12,December,49,1,Tuesday,0,1,2023
20231206,2023-12-06,2023,4,12,December,49,2,Wednesday,0,1,2023
20231207,2023-12-07,2023,4,12,December,49,3,Thursday,0,1,2023
20231208,2023-12-08,2023,4,12,December,49,4,Friday,0,1,2023
20231209,2023-12-09,2023,4,12,December,49,5,Saturday,1,1,2023
20231210,2023-12-10,2023,4,12,December,49,6,Sunday,1,1,2023
20231211,2023-12-11,2023,4,12,December,50,0,Monday,0,1,2023
20231212,2023-12-12,2023,4,12,December,50,1,Tuesday,0,1,2023
20231213,2023-12-13,2023,4,12,December,50,2,Wednesday,0,1,2023
20231214,2023-12-14,2023,4,12,December,50,3,Thursday,0,1,2023
20231215,2023-12-15,2023,4,12,December,50,4,Friday,0,1,2023
20231216,2023-12-16,2023,4,12,December,50,5,Saturday,1,1,2023
20231217,2023-12-17,2023,4,12,December,50,6,Sunday,1,1,2023
20231218,2023-12-18,2023,4,12,December,51,0,Monday,0,1,2023
20231219,2023-12-19,2023,4,12,December,51,1,Tuesday,0,1,2023
20231220,2023-12-20,2023,4,12,December,51,2,Wednesday,0,1,2023
20231221,2023-12-21,2023,4,12,December,51,3,Thursday,0,1,2023
20231222,2023-12-22,2023,4,12,December,51,4,Friday,0,1,2023
20231223,2023-12-23,2023,4,12,December,51,5,Saturday,1,1,2023
20231224,2023-12-24,2023,4,12,December,51,6,Sunday,1,1,2023
20231225,2023-12-25,2023,4,12,December,52,0,Monday,0,1,2023
20231226,2023-12-26,2023,4,12,December,52,1,Tuesday,0,1,2023
20231227,2023-12-27,2023,4,12,December,52,2,Wednesday,0,1,2023
20231228,2023-12-28,2023,4,12,December,52,3,Thursday,0,1,2023
20231229,2023-12-29,2023,4,12,December,52,4,Friday,0,1,2023
20231230,2023-12-30,2023,4,12,December,52,5,Saturday,1,1,2023
20231231,2023-12-31,2023,4,12,December,52,6,Sunday,1,1,2023
20240101,2024-01-01,2024,1,1,January,1,0,Monday,0,0,2023
20240102,2024-01-02,2024,1,1,January,1,1,Tuesday,0,0,2023
20240103,2024-01-03,2024,1,1,January,1,2,Wednesday,0,0,2023
20240104,2024-01-04,2024,1,1,January,1,3,Thursday,0,0,2023
20240105,2024-01-05,2024,1,1,January,1,4,Friday,0,0,2023
20240106,2024-01-06,2024,1,1,January,1,5,Saturday,1,0,2023
20240107,2024-01-07,2024,1,1,January,1,6,Sunday,1,0,2023
20240108,2024-01-08,2024,1,1,January,2,0,Monday,0,0,2023
20240109,2024-01-09,2024,1,1,January,2,1,Tuesday,0,0,2023
20240110,2024-01-10,2024,1,1,January,2,2,Wednesday,0,0,2023
20240111,2024-01-11,2024,1,1,January,2,3,Thursday,0,0,2023
20240112,2024-01-12,2024,1,1,January,2,4,Friday,0,0,2023
20240113,2024-01-13,2024,1,1,January,2,5,Saturday,1,0,2023
20240114,2024-01-14,2024,1,1,January,2,6,Sunday,1,0,2023
20240115,2024-01-15,2024,1,1,January,3,0,Monday,0,0,2023
20240116,2024-01-16,2024,1,1,January,3,1,Tuesday,0,0,2023
20240117,2024-01-17,2024,1,1,January,3,2,Wednesday,0,0,2023
20240118,2024-01-18,2024,1,1,January,3,3,Thursday,0,0,2023
20240119,2024-01-19,2024,1,1,January,3,4,Friday,0,0,2023
20240120,2024-01-20,2024,1,1,January,3,5,Saturday,1,0,2023
