order_id,order_date,product_id,warehouse_id,region_id,customer_segment_id,supplier_id,transport_mode_id,order_qty,unit_price,revenue,order_status,promised_delivery_date,actual_delivery_date,is_late,is_outlier_qty
110736,2024-12-09,104,11,1,4,31,4.0,473,38.95,18423.97,Fulfilled,2024-12-26,2024-12-31,1,0
159020,2025-10-29,18,2,2,4,59,2.0,1080,111.74,120683.06,Fulfilled,2025-11-03,2025-11-03,0,0
17595,2023-04-26,15,12,2,4,13,3.0,812,3.77,3062.66,Fulfilled,2023-05-07,2023-05-07,0,0
77387,2024-05-15,74,3,3,4,43,1.0,293,33.6,9844.82,Fulfilled,2024-05-20,2024-05-20,0,0
50530,2023-11-21,51,14,4,2,52,4.0,256,178.97,45815.32,Fulfilled,2023-12-04,2023-12-09,1,0
126466,2025-03-26,76,6,6,3,48,1.0,56,21.83,1222.51,Fulfilled,2025-04-10,2025-04-10,0,0
76937,2024-05-13,29,9,9,5,47,1.0,353,72.25,25503.27,Fulfilled,2024-05-30,2024-05-30,0,0
111616,2024-12-21,70,10,10,3,13,3.0,211,34.96,7376.16,Fulfilled,2025-01-05,2025-01-05,0,0
117024,2025-01-22,58,18,8,1,23,2.0,1250,17.24,21552.64,Fulfilled,2025-01-29,2025-01-31,1,0
170637,2026-01-03,106,4,4,1,14,1.0,465,14.27,6635.75,Fulfilled,2026-01-10,2026-01-10,0,0
75658,2024-05-08,3,18,8,2,56,1.0,757,25.56,19346.88,Fulfilled,2024-05-16,2024-05-16,0,0
33042,2023-08-06,99,2,2,3,43,1.0,777,9.46,7346.62,Fulfilled,2023-08-13,2023-08-13,0,0
27926,2023-06-29,118,5,5,5,17,3.0,296,47.48,14053.77,Stockout,2023-07-12,2023-07-17,1,0
80577,2024-06-09,75,8,8,4,22,2.0,636,45.63,29022.15,Fulfilled,2024-06-18,2024-06-19,1,0
33943,2023-08-08,78,6,6,3,36,4.0,688,96.98,66718.84,Partial,2023-08-15,2023-08-21,1,0
93841,2024-09-07,39,10,10,3,60,4.0,898,44.59,40039.58,Fulfilled,2024-09-12,2024-09-12,0,0
845,2023-01-02,99,19,9,1,43,4.0,412,9.4,3874.12,Fulfilled,2023-01-09,2023-01-09,0,0
94623,2024-09-11,12,13,3,1,8,4.0,370,39.23,14515.02,Fulfilled,2024-09-19,2024-09-19,0,0
33182,2023-08-02,117,8,8,3,40,2.0,228,22.88,5216.59,Fulfilled,2023-08-10,2023-08-10,0,0
75097,2024-04-30,54,10,10,4,37,1.0,1251,5.35,6688.67,Fulfilled,2024-05-06,2024-05-06,0,0
96219,2024-09-21,74,9,9,3,43,1.0,1418,34.11,48363.25,Fulfilled,2024-09-26,2024-09-26,0,0
85812,2024-07-14,76,9,9,3,48,2.0,65,20.74,1348.2,Fulfilled,2024-07-29,2024-07-29,0,0
91975,2024-08-19,65,11,1,2,34,1.0,993,24.6,24422.93,Fulfilled,2024-09-01,2024-09-01,0,0
13542,2023-03-28,30,17,7,3,30,3.0,618,48.69,30090.95,Fulfilled,2023-04-04,2023-04-07,1,0
58353,2024-01-08,23,2,2,3,8,4.0,896,147.42,132085.0,Fulfilled,2024-01-15,2024-01-15,0,0
81369,2024-06-13,50,20,10,2,5,1.0,2571,166.95,429222.29,Fulfilled,2024-06-23,2024-06-23,0,0
36118,2023-08-26,86,7,7,3,37,1.0,1072,105.39,112979.78,Fulfilled,2023-09-01,2023-09-05,1,0
48362,2023-11-12,73,18,8,3,34,1.0,834,51.65,43073.33,Fulfilled,2023-11-25,2023-11-29,1,0
128341,2025-04-10,51,7,7,2,52,1.0,106,186.24,19741.92,Fulfilled,2025-04-23,2025-04-23,0,0
160129,2025-11-09,11,9,9,3,14,1.0,888,11.8,10478.58,Fulfilled,2025-11-17,2025-11-17,0,0
16368,2023-04-16,114,21,1,4,51,1.0,1103,82.22,90693.83,Stockout,2023-04-21,2023-04-30,1,0
96836,2024-09-25,25,4,4,1,37,1.0,386,81.91,31616.74,Fulfilled,2024-10-01,2024-10-01,0,0
24582,2023-06-05,87,13,3,3,9,4.0,663,138.99,92152.32,Fulfilled,2023-06-12,2023-06-12,0,0
14683,2023-04-07,39,4,4,3,60,2.0,485,45.05,21847.93,Fulfilled,2023-04-14,2023-04-14,0,0
57748,2024-01-06,66,16,6,3,7,1.0,101,2.58,261.03,Fulfilled,2024-01-11,2024-01-11,0,0
21446,2023-05-18,86,10,10,4,37,4.0,1514,105.22,159306.27,Stockout,2023-05-25,2023-06-03,1,0
17050,2023-04-20,67,6,6,4,7,1.0,1107,101.9,112802.21,Fulfilled,2023-04-25,2023-04-25,0,0
76418,2024-05-11,87,22,2,1,9,4.0,1203,133.77,160922.42,Fulfilled,2024-05-18,2024-05-18,0,0
150959,2025-09-05,116,11,1,3,17,1.0,680,81.86,55664.22,Fulfilled,2025-09-20,2025-09-20,0,0
31865,2023-07-24,81,22,2,2,50,1.0,420,44.51,18693.28,Stockout,2023-07-30,2023-08-10,1,0
98709,2024-10-11,2,9,9,4,27,1.0,1132,8.6,9735.87,Fulfilled,2024-10-24,2024-10-24,0,0
87223,2024-07-26,1,1,1,1,12,1.0,424,59.44,25202.28,Fulfilled,2024-08-07,2024-08-10,1,0
9962,2023-03-03,97,14,4,4,33,1.0,76,141.88,10782.92,Fulfilled,2023-03-18,2023-03-18,0,0
168140,2025-12-18,89,1,1,3,25,1.0,724,64.52,46711.01,Fulfilled,2025-12-27,2025-12-27,0,0
3017,2023-01-14,117,16,6,5,40,1.0,181,22.78,4123.94,Fulfilled,2023-01-23,2023-01-23,0,0
101128,2024-10-18,114,2,2,1,51,1.0,407,82.42,33546.0,Fulfilled,2024-10-24,2024-10-24,0,0
123411,2025-03-04,94,4,4,2,9,3.0,314,39.61,12438.14,Fulfilled,2025-03-11,2025-03-11,0,0
16201,2023-04-10,90,11,1,5,26,1.0,25,7.71,192.76,Fulfilled,2023-04-19,2023-04-19,0,0
97914,2024-10-03,31,22,2,3,15,1.0,849,288.41,244857.08,Fulfilled,2024-10-13,2024-10-13,0,0
74213,2024-04-28,74,2,2,2,43,4.0,284,33.94,9639.97,Fulfilled,2024-05-03,2024-05-03,0,0
6739,2023-02-06,74,10,10,5,43,3.0,400,33.55,13418.11,Fulfilled,2023-02-11,2023-02-11,0,0
61715,2024-02-02,60,6,6,3,51,4.0,508,188.83,95925.99,Fulfilled,2024-02-07,2024-02-07,0,0
116140,2025-01-18,73,10,10,5,34,2.0,372,51.85,19286.99,Fulfilled,2025-02-02,2025-02-02,0,0
73309,2024-04-16,90,12,2,5,26,1.0,42,7.64,320.91,Fulfilled,2024-04-22,2024-04-22,0,0
38539,2023-09-11,6,4,4,3,5,2.0,172,25.26,4345.41,Partial,2023-09-20,2023-09-27,1,0
63788,2024-02-13,72,22,2,5,12,2.0,636,117.63,74815.8,Fulfilled,2024-02-27,2024-03-02,1,0
121729,2025-02-28,19,3,3,5,25,3.0,123,17.74,2181.82,Fulfilled,2025-03-11,2025-03-11,0,0
35255,2023-08-20,111,21,1,5,20,1.0,2156,46.12,99444.44,Fulfilled,2023-08-25,2023-08-30,1,0
12470,2023-03-24,27,19,9,3,28,4.0,612,8.7,5325.07,Fulfilled,2023-04-03,2023-04-06,1,0
39240,2023-09-14,80,6,6,5,57,2.0,409,64.12,26226.31,Fulfilled,2023-09-25,2023-09-25,0,0
30547,2023-07-18,53,20,10,3,56,1.0,1382,3.59,4957.51,Fulfilled,2023-07-26,2023-07-27,1,0
117495,2025-02-02,2,13,3,2,27,2.0,1032,8.63,8907.35,Fulfilled,2025-02-14,2025-02-14,0,0
4469,2023-01-28,48,13,3,1,2,2.0,1214,83.39,101241.31,Fulfilled,2023-02-09,2023-02-10,1,0
128460,2025-04-09,63,2,2,2,49,1.0,58,32.23,1869.63,Fulfilled,2025-04-19,2025-04-23,1,0
119891,2025-02-15,41,22,2,2,21,2.0,291,35.32,10277.64,Fulfilled,2025-02-24,2025-02-24,0,0
113049,2024-12-24,88,15,5,1,40,1.0,246,140.72,34616.94,Fulfilled,2025-01-03,2025-01-08,1,0
64711,2024-02-22,58,20,10,3,23,3.0,2228,17.5,38995.8,Fulfilled,2024-02-28,2024-02-28,0,0
138045,2025-06-11,76,18,8,3,48,3.0,10,21.81,218.14,Fulfilled,2025-06-26,2025-07-01,1,0
137594,2025-06-14,30,9,9,3,30,2.0,488,48.31,23576.11,Fulfilled,2025-06-20,2025-06-20,0,0
70618,2024-04-02,28,19,9,1,31,4.0,276,29.12,8037.42,Fulfilled,2024-04-14,2024-04-14,0,0
105089,2024-11-17,31,4,4,1,15,4.0,826,289.16,238848.38,Fulfilled,2024-11-27,2024-11-27,0,0
169751,2026-01-02,15,17,7,2,13,2.0,242,3.74,904.77,Fulfilled,2026-01-15,2026-01-15,0,0
91347,2024-08-14,115,22,2,4,13,3.0,1123,402.91,452468.11,Fulfilled,2024-08-26,2024-08-28,1,0
13623,2023-03-30,37,22,2,5,24,2.0,651,19.42,12640.76,Fulfilled,2023-04-05,2023-04-05,0,0
31295,2023-07-26,20,20,10,2,27,1.0,1100,26.96,29650.93,Fulfilled,2023-08-07,2023-08-11,1,0
119436,2025-02-03,110,6,6,1,34,4.0,129,51.38,6628.52,Fulfilled,2025-02-15,2025-02-15,0,0
29065,2023-07-10,8,13,3,1,21,4.0,848,72.9,61820.41,Fulfilled,2023-07-18,2023-07-18,0,0
61982,2024-02-02,98,12,2,5,38,1.0,336,78.34,26321.01,Fulfilled,2024-02-08,2024-02-10,1,0
26449,2023-06-19,62,22,2,1,36,2.0,939,10.59,9946.46,Fulfilled,2023-06-25,2023-06-25,0,0
76846,2024-05-16,18,19,9,4,59,3.0,201,113.33,22778.84,Fulfilled,2024-05-22,2024-05-22,0,0
169674,2026-01-02,9,5,5,3,37,2.0,221,5.59,1235.82,Fulfilled,2026-01-09,2026-01-09,0,0
51986,2023-12-03,74,11,1,5,43,1.0,400,32.47,12988.77,Fulfilled,2023-12-08,2023-12-08,0,0
10246,2023-03-06,12,14,4,1,8,2.0,1459,39.86,58156.1,Fulfilled,2023-03-14,2023-03-14,0,0
76541,2024-05-12,105,17,7,5,12,3.0,474,14.62,6931.29,Fulfilled,2024-05-29,2024-05-29,0,0
68993,2024-03-24,81,11,1,5,50,1.0,756,45.49,34392.42,Fulfilled,2024-03-29,2024-04-03,1,0
72896,2024-04-15,44,22,2,5,16,1.0,369,146.68,54123.37,Fulfilled,2024-04-26,2024-05-01,1,0
165506,2025-12-01,67,1,1,3,7,2.0,901,102.73,92556.16,Stockout,2025-12-07,2025-12-16,1,0
75382,2024-05-03,87,12,2,3,9,1.0,61,133.3,8131.4,Fulfilled,2024-05-10,2024-05-10,0,0
60976,2024-01-25,98,12,2,3,38,1.0,318,78.95,25106.36,Fulfilled,2024-01-31,2024-01-31,0,0
129611,2025-04-17,74,11,1,3,43,3.0,379,34.33,13011.8,Stockout,2025-04-23,2025-04-30,1,0
164169,2025-11-29,54,7,7,2,37,2.0,715,5.45,3894.56,Fulfilled,2025-12-06,2025-12-10,1,0
69583,2024-03-30,31,16,6,1,15,4.0,286,273.82,78313.0,Fulfilled,2024-04-09,2024-04-09,0,0
38838,2023-09-16,36,13,3,3,48,1.0,195,58.5,11407.97,Fulfilled,2023-09-29,2023-10-03,1,0
11515,2023-03-15,35,9,9,3,38,3.0,948,13.54,12839.88,Fulfilled,2023-03-21,2023-03-21,0,0
139162,2025-06-16,81,12,2,1,50,3.0,719,43.73,31440.16,Fulfilled,2025-06-22,2025-06-27,1,0
8876,2023-02-26,87,13,3,1,9,4.0,119,137.09,16313.47,Fulfilled,2023-03-03,2023-03-06,1,0
154399,2025-10-02,23,22,2,2,8,4.0,481,140.84,67745.85,Fulfilled,2025-10-09,2025-10-09,0,0
126997,2025-04-06,23,9,9,4,8,3.0,40,146.07,5842.63,Fulfilled,2025-04-13,2025-04-13,0,0
16656,2023-04-19,26,4,4,2,51,4.0,349,119.07,41555.35,Fulfilled,2023-04-26,2023-04-26,0,0
55057,2023-12-19,31,21,1,3,15,2.0,2168,281.76,610852.38,Stockout,2023-12-29,2024-01-04,1,0
67430,2024-03-11,24,11,1,2,23,3.0,155,161.06,24963.9,Fulfilled,2024-03-18,2024-03-18,0,0
26007,2023-06-22,16,20,10,3,53,4.0,593,35.23,20893.91,Fulfilled,2023-06-26,2023-06-26,0,0
6093,2023-02-09,4,21,1,2,32,4.0,386,13.39,5167.63,Fulfilled,2023-02-14,2023-02-14,0,0
78595,2024-05-22,94,4,4,3,9,4.0,223,40.4,9009.94,Fulfilled,2024-05-27,2024-05-27,0,0
162015,2025-11-11,76,12,2,3,48,4.0,63,21.21,1336.19,Fulfilled,2025-11-26,2025-11-28,1,0
151812,2025-09-11,88,10,10,3,40,2.0,487,138.46,67430.2,Fulfilled,2025-09-20,2025-09-20,0,0
105711,2024-11-13,87,21,1,4,9,4.0,1137,131.79,149840.58,Fulfilled,2024-11-18,2024-11-18,0,0
170149,2026-01-03,53,5,5,2,56,4.0,965,3.5,3377.2,Fulfilled,2026-01-09,2026-01-09,0,0
112415,2024-12-25,31,5,5,2,15,1.0,523,282.8,147902.0,Partial,2025-01-04,2025-01-15,1,0
66420,2024-03-04,27,19,9,3,28,3.0,279,8.77,2446.39,Fulfilled,2024-03-14,2024-03-14,0,0
6922,2023-02-12,99,9,9,3,43,3.0,455,9.45,4298.32,Fulfilled,2023-02-18,2023-02-18,0,0
139201,2025-06-18,86,14,4,2,37,4.0,708,109.15,77275.78,Fulfilled,2025-06-25,2025-06-25,0,0
153508,2025-09-24,43,12,2,2,53,4.0,362,41.25,14931.26,Fulfilled,2025-09-28,2025-09-30,1,0
1636,2023-01-04,69,14,4,3,25,1.0,429,211.12,90569.07,Fulfilled,2023-01-12,2023-01-12,0,0
122281,2025-03-02,82,9,9,2,41,3.0,581,4.24,2461.64,Fulfilled,2025-03-13,2025-03-17,1,0
148585,2025-08-22,84,14,4,3,53,1.0,161,49.01,7890.26,Fulfilled,2025-08-26,2025-08-26,0,0
137543,2025-06-14,22,20,10,4,57,2.0,1117,43.05,48091.94,Fulfilled,2025-06-22,2025-06-22,0,0
118037,2025-01-27,59,18,8,5,1,2.0,519,63.81,33119.66,Fulfilled,2025-02-02,2025-02-02,0,0
45559,2023-10-29,30,8,8,1,30,1.0,200,49.12,9824.08,Fulfilled,2023-11-05,2023-11-05,0,0
113737,2025-01-04,40,6,6,2,12,1.0,616,511.32,314975.58,Fulfilled,2025-01-22,2025-01-24,1,0
25542,2023-06-16,77,5,5,3,31,2.0,121,24.8,3000.33,Fulfilled,2023-07-03,2023-07-03,0,0
140761,2025-06-30,27,15,5,4,28,1.0,152,8.8,1337.37,Fulfilled,2025-07-11,2025-07-11,0,0
135675,2025-06-01,49,16,6,2,35,3.0,1601,88.97,142443.34,Fulfilled,2025-06-10,2025-06-10,0,0
76783,2024-05-16,12,13,3,1,8,2.0,758,39.38,29853.01,Fulfilled,2024-05-23,2024-05-23,0,0
90228,2024-08-05,106,7,7,2,14,3.0,472,15.01,7082.81,Fulfilled,2024-08-14,2024-08-18,1,0
89864,2024-08-09,58,21,1,1,23,4.0,783,17.58,13767.15,Fulfilled,2024-08-15,2024-08-15,0,0
2695,2023-01-11,74,21,1,3,43,1.0,34,33.73,1146.91,Fulfilled,2023-01-17,2023-01-21,1,0
141604,2025-07-12,3,4,4,1,56,1.0,656,25.59,16784.63,Fulfilled,2025-07-19,2025-07-19,0,0
136255,2025-05-28,117,3,3,1,40,4.0,241,22.67,5462.76,Fulfilled,2025-06-05,2025-06-09,1,0
162535,2025-11-18,15,12,2,3,13,3.0,196,3.72,729.85,Fulfilled,2025-12-02,2025-12-02,0,0
11053,2023-03-09,106,19,9,3,14,4.0,489,14.91,7291.1,Fulfilled,2023-03-17,2023-03-18,1,0
39335,2023-09-13,91,9,9,1,34,2.0,704,40.69,28645.36,Fulfilled,2023-09-26,2023-09-26,0,0
39025,2023-09-13,54,6,6,3,37,1.0,1044,5.36,5591.89,Fulfilled,2023-09-20,2023-09-20,0,0
130386,2025-04-21,45,9,9,3,50,1.0,428,5.78,2473.69,Fulfilled,2025-04-26,2025-04-28,1,0
100829,2024-10-19,79,9,9,2,49,3.0,1070,46.55,49807.35,Fulfilled,2024-10-30,2024-11-03,1,0
46986,2023-11-03,53,18,8,5,56,4.0,3017,3.64,10981.52,Fulfilled,2023-11-10,2023-11-10,0,1
21725,2023-05-22,3,15,5,5,56,1.0,217,25.51,5535.7,Fulfilled,2023-05-30,2023-05-31,1,0
44185,2023-10-18,12,20,10,5,8,1.0,143,39.07,5586.31,Fulfilled,2023-10-25,2023-10-25,0,0
74939,2024-05-04,40,12,2,5,12,2.0,787,497.2,391298.59,Fulfilled,2024-05-19,2024-05-19,0,0
