supplier_id,performance_month,order_count,on_time_count,fulfilled_count,avg_qty,total_revenue,otif_rate,fill_rate,supplier_name,avg_lead_time_days,defect_rate_observed,cost_variance_pct
1,2025-11-01,75,66,69,592.24,2207641.4,0.88,0.92,Perez Inc,7.1,0.0034,4.73
1,2025-12-01,76,60,65,593.2763157894736,2188040.1,0.7895,0.8553,Perez Inc,7.5,0.004,3.76
1,2026-01-01,11,9,9,538.9090909090909,328758.06,0.8182,0.8182,Perez Inc,7.7,0.0034,3.54
2,2023-01-01,131,110,120,878.0763358778626,8203223.66,0.8397,0.916,Morales-Jones,10.5,0.0051,3.71
2,2023-02-01,99,82,88,855.2121212121212,6238050.16,0.8283,0.8889,Morales-Jones,11.1,0.0036,2.05
2,2023-03-01,98,90,93,862.8163265306123,5871644.15,0.9184,0.949,Morales-Jones,10.4,0.0047,3.97
2,2023-04-01,125,106,114,882.096,7943524.6,0.848,0.912,Morales-Jones,10.8,0.0054,2.28
2,2023-05-01,107,95,102,866.6822429906542,6722649.96,0.8879,0.9533,Morales-Jones,10.6,0.0038,4.28
2,2023-06-01,113,103,106,858.5752212389381,6813763.6,0.9115,0.9381,Morales-Jones,10.4,0.0052,3.21
2,2023-07-01,111,91,98,872.0,6757481.91,0.8198,0.8829,Morales-Jones,10.8,0.0034,3.73
2,2023-08-01,132,111,119,853.3484848484849,8045358.85,0.8409,0.9015,Morales-Jones,10.6,0.0035,3.05
2,2023-09-01,116,101,108,852.9568965517242,7044085.29,0.8707,0.931,Morales-Jones,11.4,0.0051,4.37
2,2023-10-01,118,104,107,844.7203389830509,6522031.84,0.8814,0.9068,Morales-Jones,11.0,0.004,4.64
2,2023-11-01,117,100,110,918.0,7425019.46,0.8547,0.9402,Morales-Jones,10.5,0.0032,1.98
2,2023-12-01,107,90,100,874.0373831775701,6172306.79,0.8411,0.9346,Morales-Jones,10.9,0.0047,3.52
2,2024-01-01,104,96,100,886.9423076923077,6685812.35,0.9231,0.9615,Morales-Jones,10.1,0.0029,3.65
2,2024-02-01,104,90,96,852.6153846153846,6647976.19,0.8654,0.9231,Morales-Jones,10.6,0.0032,2.97
2,2024-03-01,123,99,101,858.609756097561,7515509.51,0.8049,0.8211,Morales-Jones,11.7,0.0041,3.95
2,2024-04-01,99,82,88,854.2828282828283,6097054.72,0.8283,0.8889,Morales-Jones,11.3,0.0042,3.09
2,2024-05-01,117,95,101,875.2820512820513,7529338.87,0.812,0.8632,Morales-Jones,11.0,0.0028,1.9
2,2024-06-01,117,99,108,863.3247863247864,7225254.59,0.8462,0.9231,Morales-Jones,11.1,0.0029,4.12
2,2024-07-01,111,95,100,887.0990990990991,7157945.23,0.8559,0.9009,Morales-Jones,10.7,0.0042,3.91
2,2024-08-01,118,102,112,862.1949152542373,7381261.44,0.8644,0.9492,Morales-Jones,10.7,0.0028,2.86
2,2024-09-01,113,98,103,834.9469026548672,6677721.58,0.8673,0.9115,Morales-Jones,10.8,0.0029,1.18
2,2024-10-01,132,121,123,863.0,7461323.63,0.9167,0.9318,Morales-Jones,10.5,0.0052,1.66
2,2024-11-01,123,101,107,886.5934959349594,7172514.39,0.8211,0.8699,Morales-Jones,10.7,0.0039,3.56
2,2024-12-01,132,108,116,832.4318181818181,7061153.55,0.8182,0.8788,Morales-Jones,11.0,0.0028,2.54
2,2025-01-01,116,106,114,828.2931034482758,6913019.46,0.9138,0.9828,Morales-Jones,10.3,0.0052,3.93
2,2025-02-01,105,87,94,875.3333333333334,6734448.78,0.8286,0.8952,Morales-Jones,10.8,0.0046,4.2
2,2025-03-01,119,101,107,862.563025210084,7087916.55,0.8487,0.8992,Morales-Jones,10.8,0.004,1.01
2,2025-04-01,113,95,103,868.3451327433628,6918204.07,0.8407,0.9115,Morales-Jones,10.6,0.0046,2.5
2,2025-05-01,120,104,113,878.9083333333333,7574552.229999999,0.8667,0.9417,Morales-Jones,10.5,0.005,1.65
2,2025-06-01,111,94,101,820.0900900900901,6438056.17,0.8468,0.9099,Morales-Jones,10.5,0.0056,3.93
2,2025-07-01,119,105,113,816.2268907563025,6999105.65,0.8824,0.9496,Morales-Jones,10.8,0.0054,4.77
2,2025-08-01,110,96,104,905.9,7124567.78,0.8727,0.9455,Morales-Jones,10.2,0.0043,2.6
2,2025-09-01,91,75,82,878.6373626373627,5732313.85,0.8242,0.9011,Morales-Jones,11.1,0.0052,2.15
2,2025-10-01,129,113,119,887.0542635658915,7916134.979999999,0.876,0.9225,Morales-Jones,10.8,0.0041,3.11
2,2025-11-01,103,92,97,886.6893203883495,6169091.79,0.8932,0.9417,Morales-Jones,10.8,0.0049,2.58
2,2025-12-01,136,114,119,877.9411764705883,8103848.19,0.8382,0.875,Morales-Jones,10.9,0.0035,3.11
2,2026-01-01,7,7,7,637.8571428571429,272587.09,1.0,1.0,Morales-Jones,9.6,0.0038,3.8
3,2023-01-01,41,33,40,730.219512195122,999855.13,0.8049,0.9756,"Walter, Edwards and Rios",7.4,0.0293,4.65
3,2023-02-01,33,22,29,789.7878787878788,877747.83,0.6667,0.8788,"Walter, Edwards and Rios",8.9,0.023,7.35
3,2023-03-01,37,31,34,787.5405405405405,973964.4,0.8378,0.9189,"Walter, Edwards and Rios",7.5,0.0258,6.47
3,2023-04-01,33,23,31,757.3939393939394,833951.94,0.697,0.9394,"Walter, Edwards and Rios",8.1,0.0173,7.58
3,2023-05-01,32,27,30,734.96875,784271.87,0.8438,0.9375,"Walter, Edwards and Rios",6.7,0.0257,5.45
3,2023-06-01,38,27,36,783.1052631578947,993452.82,0.7105,0.9474,"Walter, Edwards and Rios",7.7,0.0285,3.34
3,2023-07-01,34,30,34,764.9117647058823,874748.74,0.8824,1.0,"Walter, Edwards and Rios",6.7,0.0187,4.73
3,2023-08-01,38,25,32,742.4473684210526,955847.62,0.6579,0.8421,"Walter, Edwards and Rios",7.9,0.0263,8.6
3,2023-09-01,40,33,37,782.1,1041977.22,0.825,0.925,"Walter, Edwards and Rios",7.3,0.026,4.67
3,2023-10-01,36,28,34,759.7777777777778,916872.57,0.7778,0.9444,"Walter, Edwards and Rios",7.3,0.0284,8.67
3,2023-11-01,38,27,32,779.8421052631579,1000992.74,0.7105,0.8421,"Walter, Edwards and Rios",7.8,0.022,7.02
3,2023-12-01,39,29,37,715.5384615384615,938367.41,0.7436,0.9487,"Walter, Edwards and Rios",7.3,0.0224,8.08
3,2024-01-01,34,27,32,881.5588235294117,1007833.39,0.7941,0.9412,"Walter, Edwards and Rios",7.3,0.0295,6.51
3,2024-02-01,34,30,34,801.7941176470588,915046.55,0.8824,1.0,"Walter, Edwards and Rios",7.1,0.0268,5.41
3,2024-03-01,36,28,36,729.4166666666666,882026.03,0.7778,1.0,"Walter, Edwards and Rios",7.3,0.0206,8.57
3,2024-04-01,32,25,31,708.21875,757112.78,0.7812,0.9688,"Walter, Edwards and Rios",7.4,0.0242,6.27
3,2024-05-01,40,28,35,806.475,1086049.24,0.7,0.875,"Walter, Edwards and Rios",8.2,0.0261,2.28
3,2024-06-01,32,27,31,763.65625,823803.49,0.8438,0.9688,"Walter, Edwards and Rios",7.1,0.0175,5.45
3,2024-07-01,34,16,28,703.6470588235294,802660.82,0.4706,0.8235,"Walter, Edwards and Rios",12.9,0.0289,9.25
3,2024-08-01,36,9,27,845.0,1019986.88,0.25,0.75,"Walter, Edwards and Rios",13.9,0.0231,4.04
3,2024-09-01,35,8,30,812.8,957235.54,0.2286,0.8571,"Walter, Edwards and Rios",13.2,0.0269,4.11
3,2024-10-01,41,28,34,799.0487804878048,1099255.53,0.6829,0.8293,"Walter, Edwards and Rios",8.7,0.0194,5.53
3,2024-11-01,36,31,35,770.1111111111111,929892.16,0.8611,0.9722,"Walter, Edwards and Rios",6.8,0.0281,8.07
3,2024-12-01,37,30,33,813.3513513513514,1006327.28,0.8108,0.8919,"Walter, Edwards and Rios",7.7,0.026,2.43
3,2025-01-01,40,32,38,798.675,1076244.68,0.8,0.95,"Walter, Edwards and Rios",7.5,0.0225,6.3
3,2025-02-01,35,27,32,757.4285714285714,882800.37,0.7714,0.9143,"Walter, Edwards and Rios",7.5,0.0257,7.17
3,2025-03-01,43,33,39,754.0930232558139,1088516.91,0.7674,0.907,"Walter, Edwards and Rios",8.0,0.0293,4.3
3,2025-04-01,33,25,33,779.2121212121212,861779.07,0.7576,1.0,"Walter, Edwards and Rios",7.6,0.0294,4.14
3,2025-05-01,36,33,34,837.6388888888889,1019214.33,0.9167,0.9444,"Walter, Edwards and Rios",6.7,0.0177,7.68
3,2025-06-01,35,26,32,815.1142857142858,963578.38,0.7429,0.9143,"Walter, Edwards and Rios",7.9,0.0269,6.96
3,2025-07-01,37,33,37,673.8648648648649,835272.49,0.8919,1.0,"Walter, Edwards and Rios",6.9,0.0202,8.38
3,2025-08-01,37,29,37,771.1621621621622,955652.44,0.7838,1.0,"Walter, Edwards and Rios",6.9,0.0258,8.59
3,2025-09-01,39,33,37,755.6923076923077,983676.81,0.8462,0.9487,"Walter, Edwards and Rios",7.2,0.0221,4.08
3,2025-10-01,36,33,36,704.4444444444445,847234.54,0.9167,1.0,"Walter, Edwards and Rios",6.7,0.0202,7.37
3,2025-11-01,30,25,29,756.1333333333333,761048.73,0.8333,0.9667,"Walter, Edwards and Rios",6.8,0.019,6.0
3,2025-12-01,36,27,34,746.6388888888889,905553.74,0.75,0.9444,"Walter, Edwards and Rios",7.1,0.0177,6.03
3,2026-01-01,9,4,6,791.7777777777778,239700.73,0.4444,0.6667,"Walter, Edwards and Rios",10.1,0.0191,6.83
4,2023-01-01,81,57,75,472.1358024691358,851681.1,0.7037,0.9259,"Ellis, Baker and Wright",4.5,0.0336,12.17
4,2023-02-01,62,53,60,448.8064516129032,620593.85,0.8548,0.9677,"Ellis, Baker and Wright",3.7,0.0328,10.97
4,2023-03-01,66,48,62,474.5757575757576,700852.35,0.7273,0.9394,"Ellis, Baker and Wright",4.4,0.0311,9.1
4,2023-04-01,67,52,60,492.5223880597015,736455.12,0.7761,0.8955,"Ellis, Baker and Wright",4.7,0.0256,12.17
4,2023-05-01,70,50,64,483.6428571428572,753446.92,0.7143,0.9143,"Ellis, Baker and Wright",4.4,0.0198,15.84
4,2023-06-01,61,43,56,497.655737704918,678705.58,0.7049,0.918,"Ellis, Baker and Wright",4.8,0.0322,17.55
4,2023-07-01,73,46,65,517.3835616438356,845378.9299999999,0.6301,0.8904,"Ellis, Baker and Wright",4.8,0.0196,14.68
4,2023-08-01,72,48,68,442.47222222222223,710544.59,0.6667,0.9444,"Ellis, Baker and Wright",4.6,0.0239,11.81
4,2023-09-01,57,43,56,461.9473684210527,588281.04,0.7544,0.9825,"Ellis, Baker and Wright",4.1,0.02,19.63
4,2023-10-01,70,49,66,477.2857142857143,744242.2,0.7,0.9429,"Ellis, Baker and Wright",4.6,0.0256,18.01
4,2023-11-01,66,45,63,476.27272727272725,704302.61,0.6818,0.9545,"Ellis, Baker and Wright",4.3,0.0328,15.94
4,2023-12-01,70,49,66,512.1428571428571,801689.73,0.7,0.9429,"Ellis, Baker and Wright",4.5,0.0233,17.29
4,2024-01-01,70,49,64,523.1714285714286,821764.59,0.7,0.9143,"Ellis, Baker and Wright",4.7,0.0203,16.59
4,2024-02-01,64,42,61,493.8125,704795.73,0.6562,0.9531,"Ellis, Baker and Wright",4.8,0.0333,16.68
4,2024-03-01,67,53,63,494.4776119402985,740519.77,0.791,0.9403,"Ellis, Baker and Wright",4.4,0.0323,13.86
4,2024-04-01,66,45,64,485.8181818181818,714985.14,0.6818,0.9697,"Ellis, Baker and Wright",4.7,0.0199,17.24
4,2024-05-01,68,50,64,516.2647058823529,785496.23,0.7353,0.9412,"Ellis, Baker and Wright",4.2,0.0306,15.47
4,2024-06-01,66,45,62,472.7272727272728,694881.1,0.6818,0.9394,"Ellis, Baker and Wright",4.5,0.0184,14.05
4,2024-07-01,71,45,66,503.98591549295776,800407.89,0.6338,0.9296,"Ellis, Baker and Wright",4.6,0.0214,18.88
4,2024-08-01,62,46,59,488.5,673323.3,0.7419,0.9516,"Ellis, Baker and Wright",4.2,0.0285,21.47
4,2024-09-01,67,39,61,539.6417910447761,807111.49,0.5821,0.9104,"Ellis, Baker and Wright",4.9,0.0245,15.92
4,2024-10-01,68,46,65,491.3382352941176,747882.98,0.6765,0.9559,"Ellis, Baker and Wright",4.6,0.0238,6.71
4,2024-11-01,67,49,62,486.5074626865672,732907.36,0.7313,0.9254,"Ellis, Baker and Wright",4.4,0.0297,21.78
4,2024-12-01,71,48,68,474.1126760563381,745948.69,0.6761,0.9577,"Ellis, Baker and Wright",4.3,0.033,10.83
4,2025-01-01,67,46,66,518.3283582089553,774900.57,0.6866,0.9851,"Ellis, Baker and Wright",4.4,0.0334,8.93
4,2025-02-01,59,43,55,488.457627118644,645299.18,0.7288,0.9322,"Ellis, Baker and Wright",4.5,0.0209,14.17
4,2025-03-01,64,48,62,452.234375,647003.67,0.75,0.9688,"Ellis, Baker and Wright",4.3,0.0256,15.03
4,2025-04-01,65,44,61,462.3384615384616,672071.89,0.6769,0.9385,"Ellis, Baker and Wright",4.6,0.0319,14.95
4,2025-05-01,69,51,63,520.231884057971,801274.12,0.7391,0.913,"Ellis, Baker and Wright",4.4,0.0226,13.22
4,2025-06-01,66,49,64,485.1818181818182,712495.11,0.7424,0.9697,"Ellis, Baker and Wright",4.2,0.029,6.26
4,2025-07-01,68,43,63,477.75,724789.74,0.6324,0.9265,"Ellis, Baker and Wright",5.0,0.0298,10.46
4,2025-08-01,70,44,64,478.5142857142857,747180.55,0.6286,0.9143,"Ellis, Baker and Wright",4.9,0.0311,19.71
4,2025-09-01,66,52,62,485.8484848484849,718352.6,0.7879,0.9394,"Ellis, Baker and Wright",4.4,0.0218,17.45
4,2025-10-01,68,55,67,494.52941176470586,750010.27,0.8088,0.9853,"Ellis, Baker and Wright",4.0,0.0291,11.79
4,2025-11-01,64,47,61,438.09375,628126.96,0.7344,0.9531,"Ellis, Baker and Wright",4.5,0.0314,10.51
4,2025-12-01,65,49,62,521.5692307692308,757291.75,0.7538,0.9538,"Ellis, Baker and Wright",4.2,0.0335,15.75
4,2026-01-01,12,9,11,601.0,162063.84,0.75,0.9167,"Ellis, Baker and Wright",4.5,0.0232,19.15
5,2023-01-01,118,103,112,783.5508474576271,9882910.45,0.8729,0.9492,"Baker, Richards and Hurst",10.5,0.007,3.46
5,2023-02-01,85,73,79,808.1176470588235,7441145.86,0.8588,0.9294,"Baker, Richards and Hurst",10.7,0.0053,4.36
5,2023-03-01,93,85,88,821.8602150537635,7982740.65,0.914,0.9462,"Baker, Richards and Hurst",10.6,0.0051,0.29
5,2023-04-01,91,75,84,897.6923076923077,8236068.22,0.8242,0.9231,"Baker, Richards and Hurst",10.8,0.0054,5.51
5,2023-05-01,95,87,91,832.7157894736843,7238789.57,0.9158,0.9579,"Baker, Richards and Hurst",10.5,0.0055,3.73
5,2023-06-01,101,83,93,879.7524752475248,9007153.93,0.8218,0.9208,"Baker, Richards and Hurst",11.0,0.0046,2.98
5,2023-07-01,110,90,97,839.9454545454546,9400227.71,0.8182,0.8818,"Baker, Richards and Hurst",11.2,0.0053,4.8
5,2023-08-01,107,86,95,815.8504672897196,8884620.93,0.8037,0.8879,"Baker, Richards and Hurst",11.1,0.0082,5.95
5,2023-09-01,94,83,86,823.1914893617021,7919344.23,0.883,0.9149,"Baker, Richards and Hurst",11.1,0.0044,1.77
5,2023-10-01,128,91,104,894.28125,9261864.96,0.7109,0.8125,"Baker, Richards and Hurst",11.8,0.0074,3.43
5,2023-11-01,122,97,107,831.7622950819672,8106555.59,0.7951,0.877,"Baker, Richards and Hurst",11.2,0.005,3.66
5,2023-12-01,110,92,94,919.681818181818,8630016.54,0.8364,0.8545,"Baker, Richards and Hurst",11.3,0.0084,5.03
5,2024-01-01,92,81,87,799.7934782608696,8520398.47,0.8804,0.9457,"Baker, Richards and Hurst",10.9,0.0071,7.54
5,2024-02-01,80,71,79,830.775,7266937.46,0.8875,0.9875,"Baker, Richards and Hurst",10.5,0.0069,6.5
5,2024-03-01,96,82,89,806.8541666666666,7035098.07,0.8542,0.9271,"Baker, Richards and Hurst",10.7,0.0076,6.53
5,2024-04-01,99,86,90,872.7979797979798,9071871.57,0.8687,0.9091,"Baker, Richards and Hurst",11.1,0.0084,6.99
5,2024-05-01,95,82,85,852.021052631579,7997914.14,0.8632,0.8947,"Baker, Richards and Hurst",11.0,0.0073,5.46
5,2024-06-01,104,84,92,824.6442307692307,8238132.4,0.8077,0.8846,"Baker, Richards and Hurst",11.0,0.0066,6.38
5,2024-07-01,99,80,86,824.979797979798,8491621.01,0.8081,0.8687,"Baker, Richards and Hurst",11.3,0.0062,4.34
5,2024-08-01,101,85,90,850.0297029702971,8021254.23,0.8416,0.8911,"Baker, Richards and Hurst",10.6,0.0053,5.5
5,2024-09-01,99,81,88,814.5555555555555,7370479.42,0.8182,0.8889,"Baker, Richards and Hurst",10.7,0.0077,5.99
5,2024-10-01,127,95,101,847.9606299212599,9481922.69,0.748,0.7953,"Baker, Richards and Hurst",11.6,0.0075,3.55
5,2024-11-01,115,98,101,897.0608695652174,8584706.61,0.8522,0.8783,"Baker, Richards and Hurst",11.4,0.0043,5.09
5,2024-12-01,133,93,104,831.9248120300751,8814343.98,0.6992,0.782,"Baker, Richards and Hurst",11.8,0.0081,2.41
5,2025-01-01,95,84,94,825.5578947368421,9151646.07,0.8842,0.9895,"Baker, Richards and Hurst",10.5,0.0054,2.26
5,2025-02-01,89,81,84,821.2134831460675,7826143.88,0.9101,0.9438,"Baker, Richards and Hurst",10.5,0.0077,1.9
5,2025-03-01,126,96,102,824.3650793650794,10335003.48,0.7619,0.8095,"Baker, Richards and Hurst",11.8,0.0081,5.79
5,2025-04-01,93,80,86,833.5591397849462,7307136.42,0.8602,0.9247,"Baker, Richards and Hurst",11.3,0.0048,4.29
5,2025-05-01,104,86,92,834.875,9147205.9,0.8269,0.8846,"Baker, Richards and Hurst",11.1,0.0057,4.01
5,2025-06-01,91,75,83,860.3296703296703,7558272.19,0.8242,0.9121,"Baker, Richards and Hurst",10.8,0.0075,4.25
5,2025-07-01,92,77,82,856.5326086956521,7694249.14,0.837,0.8913,"Baker, Richards and Hurst",11.3,0.0052,5.24
5,2025-08-01,101,86,94,871.059405940594,8316708.43,0.8515,0.9307,"Baker, Richards and Hurst",11.0,0.0048,3.79
5,2025-09-01,108,87,99,870.5648148148148,9085362.09,0.8056,0.9167,"Baker, Richards and Hurst",10.7,0.0056,2.36
5,2025-10-01,124,98,109,880.766129032258,9853444.88,0.7903,0.879,"Baker, Richards and Hurst",11.2,0.0085,3.94
5,2025-11-01,121,97,102,859.9834710743802,8546809.34,0.8017,0.843,"Baker, Richards and Hurst",11.3,0.008,5.62
5,2025-12-01,131,104,112,899.5954198473282,10250480.7,0.7939,0.855,"Baker, Richards and Hurst",11.4,0.0072,4.1
5,2026-01-01,11,10,10,849.5454545454545,912417.81,0.9091,0.9091,"Baker, Richards and Hurst",10.5,0.0068,5.61
6,2023-01-01,25,23,25,156.92,226814.49,0.92,1.0,Robinson-Bright,8.5,0.0146,7.64
6,2023-02-01,21,18,21,138.85714285714286,168337.69,0.8571,1.0,Robinson-Bright,8.6,0.0126,12.64
6,2023-03-01,23,19,20,153.69565217391303,204696.75,0.8261,0.8696,Robinson-Bright,8.8,0.0163,14.13
6,2023-04-01,21,19,20,202.14285714285717,243566.77,0.9048,0.9524,Robinson-Bright,8.5,0.0106,12.41
6,2023-05-01,24,19,22,142.95833333333334,198578.05,0.7917,0.9167,Robinson-Bright,9.5,0.0134,7.79
6,2023-06-01,20,18,20,180.55,209214.49,0.9,1.0,Robinson-Bright,8.2,0.0165,4.41
6,2023-07-01,22,18,21,128.5,163209.74,0.8182,0.9545,Robinson-Bright,8.6,0.0188,14.53
6,2023-08-01,22,19,20,182.72727272727272,234088.68,0.8636,0.9091,Robinson-Bright,9.3,0.0183,10.03
6,2023-09-01,22,19,20,186.45454545454547,236664.21,0.8636,0.9091,Robinson-Bright,8.6,0.0205,9.0
6,2023-10-01,23,22,22,141.2608695652174,188015.54,0.9565,0.9565,Robinson-Bright,8.3,0.012,12.46
6,2023-11-01,20,14,19,134.35,155555.54,0.7,0.95,Robinson-Bright,9.4,0.0191,5.85
6,2023-12-01,22,19,22,152.45454545454547,193264.67,0.8636,1.0,Robinson-Bright,8.8,0.0133,10.62
6,2024-01-01,21,19,20,160.28571428571428,194970.55,0.9048,0.9524,Robinson-Bright,8.6,0.0199,8.07
6,2024-02-01,23,20,20,158.65217391304347,211373.03,0.8696,0.8696,Robinson-Bright,9.2,0.0194,7.64
6,2024-03-01,21,20,21,151.0,183640.84,0.9524,1.0,Robinson-Bright,8.5,0.0144,8.37
6,2024-04-01,23,19,20,188.69565217391303,249380.96,0.8261,0.8696,Robinson-Bright,8.6,0.0153,9.15
6,2024-05-01,21,16,18,136.0952380952381,165366.29,0.7619,0.8571,Robinson-Bright,10.0,0.0157,7.39
6,2024-06-01,21,19,20,179.33333333333334,216821.22,0.9048,0.9524,Robinson-Bright,8.7,0.0137,12.68
6,2024-07-01,22,17,21,140.3181818181818,179187.84,0.7727,0.9545,Robinson-Bright,8.8,0.0106,6.08
6,2024-08-01,23,17,20,157.69565217391303,210541.02,0.7391,0.8696,Robinson-Bright,9.8,0.0205,6.93
6,2024-09-01,20,18,20,143.8,165031.39,0.9,1.0,Robinson-Bright,8.4,0.0174,10.79
6,2024-10-01,23,20,23,150.8695652173913,201334.59,0.8696,1.0,Robinson-Bright,8.7,0.0145,7.97
6,2024-11-01,20,19,20,150.1,174322.36000000002,0.95,1.0,Robinson-Bright,8.5,0.0173,6.12
6,2024-12-01,25,22,24,153.4,221646.42,0.88,0.96,Robinson-Bright,8.5,0.0188,9.36
6,2025-01-01,19,18,19,153.94736842105263,169963.93,0.9474,1.0,Robinson-Bright,8.3,0.0185,8.18
6,2025-02-01,21,17,21,184.7142857142857,224814.06,0.8095,1.0,Robinson-Bright,9.0,0.0106,7.07
6,2025-03-01,23,21,23,149.8695652173913,199088.38,0.913,1.0,Robinson-Bright,8.9,0.0198,7.54
6,2025-04-01,19,16,19,127.63157894736842,140355.29,0.8421,1.0,Robinson-Bright,8.5,0.0193,10.23
6,2025-05-01,24,21,22,158.25,219254.34,0.875,0.9167,Robinson-Bright,9.1,0.0132,8.39
6,2025-06-01,21,17,20,133.95238095238096,162653.94,0.8095,0.9524,Robinson-Bright,9.8,0.0141,4.53
6,2025-07-01,24,22,23,187.83333333333331,262027.27,0.9167,0.9583,Robinson-Bright,8.4,0.0116,12.42
6,2025-08-01,21,20,20,151.42857142857142,184293.66,0.9524,0.9524,Robinson-Bright,8.0,0.016,6.86
6,2025-09-01,21,19,19,137.71428571428572,166559.02,0.9048,0.9048,Robinson-Bright,8.9,0.0113,10.08
6,2025-10-01,24,22,23,140.41666666666666,194552.19,0.9167,0.9583,Robinson-Bright,9.3,0.0204,7.43
6,2025-11-01,20,20,20,155.45,180234.54,1.0,1.0,Robinson-Bright,8.2,0.016,9.53
6,2025-12-01,23,20,22,150.91304347826087,199528.01,0.8696,0.9565,Robinson-Bright,8.0,0.018,8.26
6,2026-01-01,2,1,2,119.5,13991.51,0.5,1.0,Robinson-Bright,9.0,0.0169,6.71
7,2023-01-01,80,71,78,404.5875,2628794.76,0.8875,0.975,Davis-Williams,5.7,0.0345,5.32
7,2023-02-01,69,61,64,447.8985507246377,2588102.91,0.8841,0.9275,Davis-Williams,5.7,0.0322,2.27
7,2023-03-01,71,59,65,408.7323943661972,2376419.15,0.831,0.9155,Davis-Williams,6.0,0.0322,6.83
